"data","numStars","label"
"1 điểm cho thợ lắp. Tận tâm mà chả tận tâm tí nào","1","0"
"Máy lạnh mình mua tháng 6 năm ngoái, dùng cũng ít. năm nay chưa mở máy ngày nào, đến hôm nay mở máy thì không lên nguồn. Quá tệ","1","0"
"Không biết ĐMX Hội Ăn lắp máy cũ của khách trả lại hay sao,mà khi giao máy thấy dàn lạnh dán băng kéo tùm lum,lá nhôm có dấu hiệu móp méo giống đồ cũ của khách hàng đổi trả,Chạy mấy ngày thì thấy trong dàn nóng phun ra một đống hạt llâms tấm đen như phân của con gián","1","0"
"Máy lấp ngày 6/7/25 dàn lạnh ok, êm, dàn nóng bị rỉ nước, gọi tổng đài bh đmx bảo máy lăp 1, 2 tháng bị v là bthuong. 2 Máy dòng khác nhà mình k bị v. Tình trạng v có bình thường k mn","3","1"
"Đổi máy lần 2 vẫn là hàng có vấn đề. Cục nóng cục lạnh kêu rung tường ồn không ngủ được.Mới đổi máy 10/07/2025","1","0"
"Rất tệ. Quá sức tệ. Đây là lần thứ 2 mua lại hãng panasonic. 1 Trải nghiệm cực kì tệ từ chất lượng đến chăm sóc viên. Máy mới mua bật lần đầu luôn không mát chỉ có luồn gió và hơi lạnh theo 1 hướng thẳng, 2 bên nóng.Thứ 2 máy chạy chế độ quiet êm ái , k quạt mà kêu rền rền ù ù nhức hết cả đâu, gây khó chịu khi ngủ.Phản hồi bên kỹ thuậtPhòng 48m3 trong khi thực tế chỉ 43m3 phòng to không làm lạnh đủ . 1hp chỉ làm lạnh được 36m3 trong khi thông số đăng bán là từ 3045m3 . PANASONIC CSKH gọi đánh giá dịch vụ,mình đáng giá không hài lòng thì kêu mình tự gọi lên tổng đài, vậy gọi gỏi ý kiến đánh giá để làm gì","1","0"
"Cục nóng kêu to ... cần khắc phục","3","1"
"Cục lạnh giờ ồn quá ồn. Hãng vào bảo hành hoài tình trạng máy không hết lỗi. Đề nghị cửa hàng làm việc lại với hãng và tôi muốn đổi sản phẩm khác, không theo dõi thêm nữa hãng trì truệ kéo dài thời gian quá trời. Có cả video sản phẩm ồn mà hãng cứ bát bỏ không giải quyết","1","0"
"Quá tệ, cục nóng kêu rất to, tôi muốn đổi sản phẩm khác","1","0"
"Mới mua 12tr nay giảm còn 10tr","5","2"
"Chất lượng thì ok, nhà mình có mua 3 con pana rồi.Lần này mua xong, lắp xong, xem lại trên shopee mall của panasonic giá 9.5tr, miễn phí công lắp đặtGiá chênh quá, bảo hành hãng như nhau.","3","1"
"Máy mới lắp mà vẫn nghe ồn ở 2 dàn","1","0"
"Mới mua dk 1 tuần thấy êm ái ,lạnh ok","4","2"
"Em mới lắp đặt hôm qua, mà sao máy kêu to quá rất khó chịu, làm lạnh lâu","1","0"
"Qua tìm hiểu thì tôi mới bít là khi lắp phải hút chân không đường ống trước khi xã khí gas của máy nén.mấy a thợ bên dmx h làm ẩu quá không làm đúng quy trình lắp gì hết.mọi ng nên chú ý nha","3","1"
"Inverter nhưng cục nóng đủ lạnh thì tự ngắt ln kiu thợ bảo hành thì nói bình thường mn Sài dòng này có giống như e k ạ","5","2"
"sao 20ngay su dung thay êm","5","2"
"Nhân viên lắp đặt hút chân không chỉ có 3 phút, tôi hỏi tại sao hút nhanh vậy thì nhân viên không trả lời, tôi mới lắp ngày 1352025","3","1"
"Thợ lắp đặt của đmx chán không muốn nói 1đ dành cho thợ","4","2"
"Sao không thấy nhân viên điẹn máy xanh hút chân không.","5","2"
"Máy lạnh mua ngày 04/01/2025 đến nay khi bật máy lạnh mức gió 4 và 5 thì cục nóng bị rung tường, có âm thanh rất khó chịu. Tình trạng này vẫn chưa giảm, tôi cần hỗ trợ bảo hành.","3","1"
"Mua 5m ống đồng. Thợ lắp chưa đến 3m. Lạy mấy bố điện máy xanh thật","1","0"
"Quá tệBật 21 độ về đem cũng k lạnh. Nhân viên kiểm tra thì đổ lỗi do nhà nóngTrong khi 2 3giờ sáng nóng ở đâu k biếtChịu mất phí 20% sợ tới già","1","0"
"Máy mua ngày 02.05.2024 đến ngày 03.05.2025 Vừa qua 1 ngày hết hạn bảo hành thì máy lỗi Timer check lỗi H17,H19","2","0"
